PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
-6,-1,0.56,-31,-3,15,1,1024.3,152.9,6,57,2019/3/7 23:55
-15,-24,0.5,-9,-3,27,0.6,1023.7,152.9,5,65,2019/3/8 1:56
-18,-23,0.6,1,-3,15,0.3,1023.2,152.9,4,67,2019/3/8 2:55
-13,-18,1.02,-8,-2,10,0.2,1022.6,152.9,4,68,2019/3/8 4:55
-10,-20,1.2,4,-1,2,0.4,1022.4,152.9,3,71,2019/3/8 5:56
-16,-11,0.95,-31,-1,15,0.6,1022.7,152.9,4,72,2019/3/8 6:55
-23,-14,0.85,-44,0,20,0.5,1023.1,152.9,7,62,2019/3/8 7:55
-19,-21,0.68,-18,-2,14,1.5,1023.1,152.9,8,53,2019/3/8 8:55
-19,-12,0.53,-18,-3,15,0.6,1023.4,152.9,9,44,2019/3/8 9:55
-19,-9,0.5,-36,-2,-2,2.2,1022.5,152.9,11,38,2019/3/8 10:55
-10,-2,0.56,-8,0,2,1,1021.8,152.9,13,34,2019/3/8 11:55
-16,-7,0.53,-17,0,-3,1.2,1021,152.9,14,31,2019/3/8 12:55
-3,13,0.55,1,0,1,0.8,1019.8,152.9,13,27,2019/3/8 13:55
-5,8,0.64,0,1,3,1.8,1018.9,152.9,13,35,2019/3/8 14:55
-4,4,0.62,-8,1,-11,2.4,1018.3,152.9,12,37,2019/3/8 15:55
-9,1,0.67,-14,1,-7,1.9,1018,152.9,12,45,2019/3/8 16:55
-4,3,0.63,-9,0,-4,1.6,1018.2,152.9,11,44,2019/3/8 17:55
-16,-20,0.57,-29,-3,7,0.5,1018.4,152.9,10,55,2019/3/8 18:55
-12,-20,0.62,-17,-3,-6,1.6,1018.6,152.9,10,57,2019/3/8 19:55
-19,-26,0.53,-19,-2,3,0.7,1018.4,152.9,10,60,2019/3/8 20:55
-16,-16,0.55,-19,-3,2,1.1,1018.4,152.9,10,61,2019/3/8 21:55
-12,-21,0.56,-14,-3,-1,0.3,1018.2,152.9,9,64,2019/3/8 22:55
-10,-21,0.6,-17,-2,1,0.5,1017.7,152.9,9,66,2019/3/8 23:55
-16,-24,0.6,-16,-3,6,1.7,1017.4,152.9,9,70,2019/3/9 0:55
-23,-30,0.58,-18,-2,19,0.4,1016.9,152.9,9,76,2019/3/9 1:55
-22,-36,0.61,-18,-3,12,0.5,1016.2,152.9,9,75,2019/3/9 2:55
-18,-34,0.64,-14,-2,11,0.3,1015.8,152.9,9,77,2019/3/9 3:55
-17,-36,0.71,-9,-3,7,0.5,1015.7,152.9,9,78,2019/3/9 4:55
-16,-33,0.75,2,-2,9,0.3,1015.5,152.9,9,79,2019/3/9 5:55
-22,-22,0.72,-9,-2,10,0.8,1015.6,152.9,9,80,2019/3/9 6:55
-18,-10,0.75,-19,-1,11,0.8,1015.7,152.9,9,79,2019/3/9 7:55
-23,-21,0.85,-11,-1,4,0.8,1016,152.9,10,78,2019/3/9 8:55
-15,-5,1.27,-27,-1,-5,0.4,1016.1,152.9,11,71,2019/3/9 9:55
-23,-22,1.19,-16,0,-3,0.9,1015.9,152.9,11,69,2019/3/9 10:55
-12,-2,1.02,-11,-1,-9,0.8,1015.3,152.9,12,62,2019/3/9 11:55
-26,-16,0.97,-26,-1,0,0.3,1013.8,152.9,13,61,2019/3/9 12:55
-19,-9,0.83,-34,-1,10,1.4,1012.8,152.9,14,55,2019/3/9 13:55
-13,3,1.11,-15,-1,9,2.5,1012.4,152.9,14,53,2019/3/9 14:55
-4,1,1.37,31,2,-25,0.4,1012.5,152.9,15,47,2019/3/9 15:55
2,22,1,-8,-1,-13,0.6,1012.1,152.9,14,51,2019/3/9 16:55
-26,-34,1.02,-43,-2,-12,0.4,1012.4,152.9,13,59,2019/3/9 17:55
-17,-15,1.23,11,-2,-35,0.3,1012.6,152.9,12,63,2019/3/9 18:55
-9,-16,1.16,5,-2,-17,0.3,1013.4,152.9,11,67,2019/3/9 19:55
-9,-9,1.22,-32,-1,-41,0.7,1013.8,152.9,10,71,2019/3/9 20:55
-26,-35,1.01,-28,-2,-13,0.1,1014.7,152.9,10,78,2019/3/9 21:55
-27,-60,0.94,-50,-2,-11,0.1,1014.7,152.9,10,79,2019/3/9 22:55
-29,-50,1.17,-44,-3,-26,0.2,1014.5,152.9,10,75,2019/3/9 23:55
-26,-61,1.03,-4,-2,-12,0.1,1014.4,152.9,9,78,2019/3/10 0:55
-31,-55,0.94,-47,-2,-5,0.2,1014.2,152.9,9,81,2019/3/10 1:55
-22,-52,1.21,-27,-1,-21,0.6,1013.9,152.9,9,79,2019/3/10 2:55
-15,-45,1.21,-49,0,-15,0.5,1014.2,152.9,9,84,2019/3/10 3:55
-31,-71,1.24,-45,0,3,0.4,1014.4,152.9,8,86,2019/3/10 4:55
-37,-86,1.68,-52,-1,3,0.3,1014.7,152.9,8,86,2019/3/10 5:55
-8,-52,1.56,-25,-1,10,1.9,1015.3,152.9,8,87,2019/3/10 6:55
-35,-124,0.69,-33,-1,19,0.4,1016,152.9,9,84,2019/3/10 7:55
-29,-87,1.07,-24,-2,18,0.4,1016.5,152.9,10,80,2019/3/10 8:55
-15,-66,1.05,-23,-2,14,0.8,1017,152.9,11,77,2019/3/10 9:55
-10,-38,1.01,-33,-2,7,0.9,1016.8,152.9,13,68,2019/3/10 10:55
-20,-38,0.76,-21,-2,15,0.5,1016.4,152.9,14,65,2019/3/10 11:55
-13,-31,1.34,-6,-1,15,1.3,1015.6,152.9,16,56,2019/3/10 12:55
26,5,1.73,5,2,-7,1.5,1014.6,152.9,18,50,2019/3/10 13:55
-23,-22,0.74,-37,-2,1,0.9,1014.1,152.9,17,51,2019/3/10 14:55
-23,-31,0.83,-12,-2,12,0.7,1014,152.9,17,50,2019/3/10 15:55
-7,-13,1.64,28,1,-12,0.7,1013.8,152.9,16,47,2019/3/10 16:55
20,21,2.47,58,-1,-55,0.3,1013.6,152.9,14,54,2019/3/10 17:55
-6,2,2.41,17,-1,-39,0.2,1014.4,152.9,12,67,2019/3/10 18:55
7,42,2.13,4,-3,-63,0.4,1014.8,152.9,11,72,2019/3/10 19:55
-3,3,1.69,-20,-3,-48,0.1,1014.7,152.9,10,76,2019/3/10 20:55
-14,2,0.86,-19,-4,-47,0.1,1015,152.9,10,79,2019/3/10 21:55
-33,-35,1.08,9,-4,-52,0.7,1015.1,152.9,10,78,2019/3/10 22:55
-14,-13,0.99,-53,-3,-37,0.4,1014.5,152.9,9,81,2019/3/10 23:55
-23,-15,0.96,-52,-4,-30,0.2,1014.1,152.9,9,84,2019/3/11 0:55
-29,-25,1.15,-36,-2,-20,0.3,1013.4,152.9,9,86,2019/3/11 1:55
-23,-22,1.23,-41,-3,-22,0.3,1012.9,152.9,8,88,2019/3/11 2:55
-21,-38,1.24,-24,-3,-18,0.2,1013.3,152.9,8,91,2019/3/11 3:55
-8,-7,1.34,-21,-1,-22,0.2,1013.2,152.9,8,88,2019/3/11 4:55
-21,-18,1.72,-38,-1,-29,0.2,1012.8,153,8,87,2019/3/11 5:55
-9,9,1.36,-49,-2,7,0.2,1013.3,153,8,90,2019/3/11 6:55
-28,-56,0.85,-84,0,-9,0.9,1014.1,153,11,67,2019/3/11 7:55
-33,-19,0.78,-52,-1,-10,0.4,1014.7,153,14,58,2019/3/11 8:55
-24,30,0.75,-17,-2,-16,1.6,1014.4,153,16,50,2019/3/11 9:55
-4,68,0.68,-7,0,-7,1.9,1014.3,153,16,35,2019/3/11 10:55
0,107,0.61,-11,0,-4,1.6,1013.7,153,18,27,2019/3/11 11:55
6,108,0.7,-4,1,1,1.5,1013,153,18,23,2019/3/11 12:55
6,108,0.72,-7,0,-3,2.6,1012.8,153,19,20,2019/3/11 13:55
7,80,0.81,2,1,-9,1.6,1012.4,153,19,20,2019/3/11 14:55
5,83,0.86,2,0,-11,1.1,1012.3,153,19,23,2019/3/11 15:55
6,72,0.9,9,1,-17,1.7,1012.5,153,18,26,2019/3/11 16:55
9,59,0.98,22,1,-28,0.9,1013.1,153,16,29,2019/3/11 17:55
10,57,1.13,31,-2,-41,1,1013.5,153,15,31,2019/3/11 18:55
1,86,1.1,25,-2,-37,0.4,1013.9,153,14,35,2019/3/11 19:55
6,70,1.12,-60,-3,-23,0.3,1014.5,153,13,37,2019/3/11 20:55
1,63,1.22,6,-3,-38,0.2,1014.9,153,13,39,2019/3/11 21:55
3,64,1.5,-1,-2,-46,0.1,1015.1,153,11,44,2019/3/11 22:55
2,50,1.32,-45,-3,-40,0.3,1015,153,11,52,2019/3/11 23:55
2,43,1.36,-32,-4,-35,0.3,1014.7,153,10,61,2019/3/12 0:55
10,69,1.25,-23,-3,-29,0.3,1014.3,153,9,64,2019/3/12 1:55
6,72,1.26,-44,-2,-39,0.3,1013.7,153,9,64,2019/3/12 2:55
1,79,1.46,-35,-2,-34,0.2,1013.1,153,8,67,2019/3/12 3:55
5,75,1.77,-43,0,-36,0.2,1013,153,8,67,2019/3/12 4:55
2,89,2.07,-27,2,-29,0.2,1013.4,153,7,70,2019/3/12 5:55
3,119,1.62,-29,6,-19,0.2,1013.7,153,7,74,2019/3/12 6:55
2,94,0.63,-33,0,-28,0.7,1014.4,153,13,48,2019/3/12 7:55
-6,58,0.62,-66,0,-17,2.1,1014.6,153,16,37,2019/3/12 8:55
-4,54,0.72,-15,-2,1,2.8,1014.5,153,17,31,2019/3/12 9:55
-28,-19,0.31,-24,1,27,0.9,1020.6,153,8,68,2019/3/13 0:55
-12,9,0.42,-8,3,22,0.6,1020.8,153,8,59,2019/3/13 1:55
-16,14,0.86,1,7,8,1,1020.5,153,7,56,2019/3/13 2:55
-17,-2,0.92,-2,5,7,1.7,1020.4,153,7,62,2019/3/13 3:55
-18,1,0.71,-6,2,1,0.6,1020.8,153,7,65,2019/3/13 4:55
-5,10,0.66,-6,3,2,0.5,1021.1,153,6,67,2019/3/13 5:55
-10,13,0.48,-30,3,19,0.7,1021.8,153,6,68,2019/3/13 6:55
-12,14,0.44,-34,3,25,1.2,1022.6,153,10,59,2019/3/13 7:55
2,30,0.48,-14,5,29,0.7,1022.8,153,12,51,2019/3/13 8:55
-9,25,0.49,-8,4,34,0.2,1022.5,153,14,45,2019/3/13 9:55
-10,15,0.36,-14,3,41,0.9,1022.4,153,16,39,2019/3/13 10:55
-12,-2,0.35,-6,4,37,1.9,1021.2,153,18,31,2019/3/13 11:55
-2,15,0.35,-9,5,42,1.7,1020.7,153,18,26,2019/3/13 12:55
-6,9,0.25,-10,5,40,0.9,1019.9,153,19,26,2019/3/13 13:55
-10,5,0.3,-5,5,29,1.2,1019.7,153,19,24,2019/3/13 14:55
1,30,0.62,39,5,-33,0.7,1020.2,153,16,33,2019/3/13 17:55
17,50,0.69,36,8,-49,0.5,1020.4,153,15,36,2019/3/13 18:55
9,56,0.66,-7,10,-36,0.6,1020.9,153,14,39,2019/3/13 19:55
-8,42,0.74,-15,12,-32,0.1,1021.6,153,14,39,2019/3/13 20:55
-4,39,0.92,1,14,-45,1.4,1022.2,153,14,39,2019/3/13 21:55
-5,25,0.89,-19,12,-47,0.5,1022.9,153,13,43,2019/3/13 22:55
-9,19,0.8,-15,10,-42,0.5,1022.7,153,13,44,2019/3/13 23:55
-3,25,0.8,-25,10,-47,0.7,1022.9,153,13,45,2019/3/14 0:55
6,39,0.85,-45,8,-48,0.2,1022.3,153,13,47,2019/3/14 1:55
3,34,0.81,0,4,-25,0.2,1021.6,153,11,60,2019/3/14 5:55
-2,41,1.14,-48,7,-18,0.3,1022.2,153,11,62,2019/3/14 6:55
1,29,1.54,-48,22,2,0.4,1022.3,153,13,61,2019/3/14 7:55
-39,-8,1.04,-58,16,23,0.8,1022.7,153,14,59,2019/3/14 8:55
-10,0,0.82,-33,15,27,1,1022.6,153,17,49,2019/3/14 9:55
-11,-5,0.46,-31,8,43,0.9,1021.8,153,17,47,2019/3/14 10:55
-5,2,0.4,-9,4,41,0.5,1021.3,153,18,42,2019/3/14 11:55
-12,-6,0.46,-9,3,43,0.8,1020.4,153,18,45,2019/3/14 12:55
-2,6,0.39,-11,5,34,1.1,1018.9,153,20,40,2019/3/14 13:55
-8,-5,0.4,-3,4,26,0.8,1018.3,153,21,31,2019/3/14 14:55
-9,2,0.47,-2,3,27,0.8,1018,153,20,31,2019/3/14 15:55
-5,6,0.53,24,1,-3,0.8,1018.3,153,20,32,2019/3/14 16:55
-2,16,0.58,32,3,-22,0.9,1018.9,153,18,34,2019/3/14 17:55
3,22,0.71,29,3,-41,0.8,1019.4,153,17,39,2019/3/14 18:55
6,35,1.02,42,2,-77,1,1020,153,16,44,2019/3/14 19:55
3,38,1.15,-6,3,-65,0.3,1020.8,153,15,51,2019/3/14 20:55
1,37,1.43,29,1,-68,0.2,1021.5,153,14,55,2019/3/14 21:55
9,40,1.08,27,2,-59,0.3,1021.5,153,13,57,2019/3/14 22:55
-7,18,0.87,-5,1,-50,0.1,1021.5,153,12,62,2019/3/14 23:55
-4,20,1.02,-17,2,-57,0.1,1021.1,153,12,60,2019/3/15 0:55
0,16,0.74,-45,3,-46,0.1,1020.7,153,11,66,2019/3/15 1:55
-14,2,0.66,-40,4,-36,0.2,1020.2,153,10,71,2019/3/15 2:55
-9,3,1.02,-50,6,-38,0.3,1019.9,153,10,73,2019/3/15 3:55
-5,1,1.34,-41,7,-31,0.2,1020.3,153,10,74,2019/3/15 4:55
-17,7,1,-34,6,-21,0.4,1020.7,153,10,79,2019/3/15 5:55
-13,8,0.38,-66,2,-5,0.8,1021.4,153,10,78,2019/3/15 6:55
-7,11,0.48,-65,3,5,1.1,1022,153,14,66,2019/3/15 7:55
-6,14,0.5,-38,7,17,0.6,1022.2,153,17,49,2019/3/15 8:55
-7,16,0.63,-26,12,44,0.8,1022.5,153,18,41,2019/3/15 9:55
-15,11,0.59,-8,9,49,1.7,1022.3,153,20,32,2019/3/15 10:55
-10,5,0.3,-10,4,49,0.4,1022.3,153,21,23,2019/3/15 11:55
-16,3,0.26,-10,4,44,1.8,1021.5,153,22,17,2019/3/15 12:55
-8,25,0.17,-9,3,51,3.5,1020.5,153,22,10,2019/3/15 13:55
-12,8,0.19,-5,3,43,0.9,1020.1,153,21,13,2019/3/15 14:55
-7,13,0.21,-8,3,43,0.6,1019.7,153,21,11,2019/3/15 15:55
-15,10,0.32,17,3,17,0.7,1019.8,153,20,13,2019/3/15 16:55
-10,20,0.54,47,3,-15,0.6,1020.4,153,18,16,2019/3/15 17:55
0,22,0.76,69,3,-44,0.2,1020.9,153,16,20,2019/3/15 18:55
6,41,1.86,-15,4,-46,0.3,1021.7,153,13,30,2019/3/15 20:55
-6,2,0.9,-22,4,-17,1.2,1020.8,153,9,57,2019/3/16 3:55
-16,0,0.88,-17,3,-20,0.5,1020.8,153,8,60,2019/3/16 4:55
-6,10,0.88,-38,8,-5,0.5,1021.1,153,8,63,2019/3/16 6:55
-14,15,0.67,-30,8,16,1.6,1021.4,153,14,46,2019/3/16 8:55
-23,19,0.56,-27,9,26,1.3,1021.2,153,16,37,2019/3/16 9:55
-10,10,0.37,-41,5,59,0.8,1020.4,153,20,31,2019/3/16 10:55
-8,11,0.64,8,13,35,2.4,1019.3,153,21,20,2019/3/16 11:55
-12,-1,0.82,12,17,32,1.8,1018.3,153,22,20,2019/3/16 12:55
-24,-6,0.38,1,6,41,1.2,1016.6,153,23,18,2019/3/16 14:55
-2,5,0.73,23,12,21,1.4,1016.4,153.1,24,17,2019/3/16 15:55
1,8,0.66,35,10,-12,0.5,1016.5,153.1,21,22,2019/3/16 16:55
-1,15,1.02,89,6,-64,0.9,1016.7,153.1,20,24,2019/3/16 17:55
14,50,1.76,61,4,-68,0.6,1017.5,153.1,18,28,2019/3/16 18:55
9,65,1.88,-19,2,-62,0.1,1017.9,153.1,16,35,2019/3/16 19:55
-8,33,1.6,-5,1,-53,0.3,1018.5,153.1,14,43,2019/3/16 20:55
0,22,0.96,-66,0,-35,0.5,1019.5,153.1,11,60,2019/3/17 1:55
-5,2,1.02,-47,2,-28,0.3,1019,153.1,10,64,2019/3/17 2:55
-5,27,1.03,-45,2,-26,0.4,1019,153.1,10,67,2019/3/17 3:55
-10,5,1.2,-51,2,-25,0.3,1019.2,153.1,10,67,2019/3/17 4:55
-12,45,0.57,-14,21,-17,0.3,1020.5,153.1,10,69,2019/3/17 6:55
-10,28,0.05,-67,11,34,0.8,1021.6,153.1,20,34,2019/3/17 9:55
-18,-14,0.17,-28,12,49,0.6,1021.2,153.1,21,28,2019/3/17 10:55
-5,8,0.29,0,10,53,1.1,1020.2,153.1,23,22,2019/3/17 12:00
-24,-5,0.18,-7,6,58,1.4,1018.7,153.1,24,23,2019/3/17 12:55
-11,0,0.44,0,9,52,0.9,1017.5,153.1,24,21,2019/3/17 13:55
-5,3,0.44,4,7,54,0.8,1017.3,153.1,23,21,2019/3/17 14:55
-3,18,0.54,6,7,48,2.8,1017.4,153.1,22,22,2019/3/17 15:55
-1,24,0.85,17,11,5,0.7,1017.4,153.1,20,24,2019/3/17 17:55
42,83,0.71,12,11,-4,0.2,1017.4,153.1,19,29,2019/3/17 18:55
-47,-35,0.76,6,9,-28,0.7,1017.9,153.1,18,46,2019/3/17 19:55
-8,27,0.93,-4,9,6,0.8,1018.2,153.1,17,43,2019/3/17 20:55
-3,14,0.84,-4,9,24,0.5,1018.3,153.1,16,43,2019/3/17 22:55
-6,-4,0.93,3,8,7,0.9,1017.3,153.1,15,50,2019/3/18 0:55
-23,-38,1.05,-5,7,11,0.7,1015.7,153.1,14,61,2019/3/18 3:55
-25,-58,1.06,4,6,-3,0.8,1015.7,153.1,13,63,2019/3/18 4:55
-24,-48,1.06,5,3,-9,0.2,1015.9,153.1,13,66,2019/3/18 5:56
-41,-68,0.97,-34,5,2,0.4,1016.4,153.2,13,74,2019/3/18 6:55
-27,-46,1.03,-24,4,-7,0.9,1016.7,153.3,13,73,2019/3/18 7:55
-35,-45,1.1,-13,6,-4,0.7,1016.9,153.3,13,72,2019/3/18 8:55
-43,-51,0.85,-58,6,37,1.4,1016.7,153.3,14,70,2019/3/18 9:55
-79,-113,0.66,-53,0,48,2.1,1016.5,153.3,16,63,2019/3/18 10:55
-20,-32,0.62,-18,2,39,1.5,1016.2,153.3,16,60,2019/3/18 11:55
-44,-55,0.53,-13,1,42,1.2,1015.4,153.3,16,59,2019/3/18 12:55
-29,-33,0.56,-8,2,35,0.5,1014.3,153.3,17,52,2019/3/18 13:55
-16,-18,0.52,-5,2,24,1.5,1013.6,153.3,17,51,2019/3/18 14:55
-12,-15,0.5,-4,1,19,1.8,1013.4,153.3,18,48,2019/3/18 15:55
-13,-19,0.62,8,-1,3,0.3,1013.7,153.3,14,62,2019/3/18 18:55
-14,-8,0.65,-18,-1,-37,0.7,1014.6,153.3,12,75,2019/3/18 21:55
-37,-43,0.56,-56,-2,-33,0.7,1014.6,153.3,11,81,2019/3/18 23:55
-24,-39,0.55,-50,-3,-26,0.4,1014.7,153.3,11,83,2019/3/19 0:55
-34,-62,0.6,-48,0,-18,0.9,1014,153.3,10,88,2019/3/19 3:55
-41,-57,0.69,-33,1,-19,1,1014.5,153.3,10,91,2019/3/19 4:55
-37,-73,0.84,-35,5,-16,0.6,1014.6,153.3,10,90,2019/3/19 5:55
-43,-77,0.86,-40,6,2,0.5,1015.2,153.3,10,91,2019/3/19 6:59
-30,-52,0.62,-65,4,36,1.4,1015.6,153.3,13,81,2019/3/19 7:55
-27,-46,0.62,-45,3,44,2,1015.9,153.3,15,73,2019/3/19 8:55
-15,-31,0.56,-28,2,51,1.8,1015.6,153.3,17,64,2019/3/19 9:55
-34,-42,0.49,-21,2,62,3,1014.9,153.3,19,60,2019/3/19 10:55
3,40,0.73,-9,0,21,2.4,1010.8,153.3,22,41,2019/3/19 13:55
-10,-7,0.7,-6,1,23,0.9,1009.5,153.3,23,42,2019/3/19 14:55
-8,-15,0.66,-2,0,7,0.9,1008.9,153.3,22,46,2019/3/19 15:55
-7,1,0.63,-1,0,-3,1.2,1008.2,153.3,21,49,2019/3/19 16:55
-13,-3,0.69,-2,1,20,1.7,1008.2,153.3,19,52,2019/3/19 17:55
-1,-1,0.63,-14,0,12,1.4,1008.4,153.3,18,56,2019/3/19 18:55
-16,-16,0.66,-9,1,11,1,1008.1,153.3,17,56,2019/3/19 19:55
-2,-3,0.62,-10,1,19,1.6,1008.2,153.3,17,58,2019/3/19 20:55
-28,-26,0.59,-15,1,-6,1.2,1007.8,153.3,17,63,2019/3/19 21:55
-21,-18,0.56,-13,1,-13,1.9,1007.2,153.3,17,59,2019/3/19 22:55
-12,-15,0.54,-7,1,5,1.7,1006,153.3,16,57,2019/3/19 23:55
-12,-11,0.6,-8,-1,-2,0.6,1004.9,153.3,16,59,2019/3/20 0:55
-12,-23,0.61,-25,-2,1,1,1004.2,155.3,14,78,2019/3/20 1:55
-13,-32,0.67,-33,-1,-6,1.3,1002.5,158.4,13,87,2019/3/20 2:55
-14,-31,0.7,-28,-1,-3,0.3,1001.1,158.4,14,85,2019/3/20 3:55
-20,-32,0.82,-22,-1,4,1.4,1000.7,158.4,14,83,2019/3/20 4:55
-25,-54,0.98,-19,0,-7,0.6,1000.5,163.6,13,93,2019/3/20 5:55
-26,-34,0.97,-32,2,0,0.9,999.9,164,14,90,2019/3/20 6:55
-16,-30,0.9,-49,0,10,0.8,999.6,164,16,84,2019/3/20 7:55
-15,-21,0.9,-34,2,-4,0.8,998.9,164,19,74,2019/3/20 8:55
-7,21,0.94,-43,2,5,1.2,998.7,164,21,71,2019/3/20 9:55
-7,-12,1.08,-40,2,-36,0.7,997.7,165.7,23,72,2019/3/20 10:55
-10,-14,0.89,-28,2,-23,5,998.6,166.1,22,75,2019/3/20 11:55
-27,-42,0.83,-40,1,-6,0.4,998.9,167.7,21,85,2019/3/20 12:55
-12,-24,0.91,-33,0,-3,1.8,998.9,169,20,86,2019/3/20 13:55
-11,-37,0.91,-45,0,-3,0.9,999,169.1,20,83,2019/3/20 14:55
-15,-37,0.92,-11,-1,2,0.8,999.3,169.1,21,77,2019/3/20 15:56
-14,-32,0.95,-7,-2,2,0.5,1000,169.1,22,73,2019/3/20 16:55
-3,-11,0.81,-23,-2,-6,0.8,1001.4,169.1,21,76,2019/3/20 17:55
-30,-60,1.03,-27,-2,23,0.4,1007.8,169.1,16,86,2019/3/20 22:55
-35,-65,0.94,-19,-2,9,0.6,1008.4,169.1,14,90,2019/3/21 2:55
-31,-68,1.03,12,-2,-19,0.5,1009.2,169.1,14,90,2019/3/21 4:55
-26,-60,1,-29,-3,-4,0.5,1009.9,169.1,14,92,2019/3/21 6:55
-14,-47,1.08,-27,-3,1,0.7,1011.2,169.1,15,85,2019/3/21 7:55
-16,-38,0.81,-47,-2,19,1.2,1011.8,169.1,16,78,2019/3/21 8:55
2,-16,0.93,-71,0,0,0.4,1012.8,169.1,17,72,2019/3/21 9:55
21,-8,0.88,-21,-1,-5,2,1014,169.1,17,74,2019/3/21 10:55
-79,-158,0.49,-32,-1,43,2.1,1013.6,169.1,15,81,2019/3/21 11:55
-22,-29,0.49,-20,-2,31,5.1,1013.3,169.1,16,67,2019/3/21 12:55
-8,-1,0.5,-14,-3,36,1.5,1013,169.1,15,55,2019/3/21 13:55
-9,2,0.57,-11,-3,35,0.8,1013.4,169.1,15,52,2019/3/21 14:55
-3,-3,0.54,-9,-3,25,1,1014.2,169.1,14,55,2019/3/21 15:55
-9,-7,0.57,-6,-3,21,2.2,1015.2,169.1,13,57,2019/3/21 16:55
-9,-9,0.46,-11,-2,23,2.8,1016,169.1,13,57,2019/3/21 17:55
-19,-20,0.38,-9,-2,20,1.4,1016.9,169.1,12,57,2019/3/21 18:55
-15,-15,0.41,-6,-1,23,1.5,1018,169.1,12,53,2019/3/21 19:55
-7,6,0.56,-9,-1,27,1.7,1019.2,169.1,11,51,2019/3/21 20:55
2,-3,0.55,-16,-1,32,0.7,1020.4,169.1,11,57,2019/3/21 21:55
-7,-30,0.49,-14,-1,33,1,1021.1,169.2,10,63,2019/3/21 22:55
-31,-47,0.37,-19,-2,43,1,1021.6,169.2,9,66,2019/3/21 23:55
-18,-41,0.36,-18,-2,31,0.7,1021.1,169.2,9,59,2019/3/22 0:55
-21,-34,0.38,-14,0,27,1.4,1021.1,169.2,9,58,2019/3/22 1:55
-19,-39,0.37,-16,1,32,0.8,1021,169.2,8,64,2019/3/22 2:56
-14,-26,0.35,-15,0,36,1.4,1020.9,169.2,8,63,2019/3/22 3:55
-20,-29,0.36,-14,-1,37,0.8,1021.5,169.2,8,63,2019/3/22 4:55
-17,-14,0.3,-11,1,32,0.8,1023.6,169.2,9,53,2019/3/22 8:55
-12,-11,0.36,-9,2,35,2.8,1023.8,169.2,9,51,2019/3/22 9:55
-4,7,0.42,-4,1,28,0.8,1023.9,169.2,10,43,2019/3/22 10:55
-10,-7,0.29,-6,0,32,1.6,1023.2,169.2,11,42,2019/3/22 11:56
-11,-16,0.36,-5,1,33,2.4,1022.5,169.2,10,41,2019/3/22 12:55
-6,2,0.35,-6,2,26,0.9,1021.9,169.2,10,38,2019/3/22 13:56
-7,15,0.44,-1,2,23,1.1,1021.1,169.2,10,41,2019/3/22 14:55
-12,-2,0.47,-7,0,31,0.7,1021.1,169.2,10,44,2019/3/22 15:55
-18,-19,0.47,-19,1,15,1.1,1020.9,169.2,10,46,2019/3/22 16:55
-11,-7,0.51,-9,2,11,0.4,1022.1,169.2,10,48,2019/3/22 17:55
-11,-19,0.53,-5,2,15,0.1,1022.1,169.2,10,49,2019/3/22 18:55
-18,-29,0.46,-4,2,7,0.2,1022.8,169.2,10,50,2019/3/22 19:55
-15,-16,0.59,0,1,4,0.4,1023.5,169.2,10,51,2019/3/22 20:55
-12,-5,0.56,-14,2,-5,0.9,1023.9,169.2,10,51,2019/3/22 21:55
-24,-17,0.32,-45,1,10,0.4,1024.2,169.2,10,54,2019/3/22 22:55
-20,2,0.3,-52,1,22,0.6,1024.1,169.2,9,53,2019/3/22 23:55
-4,-2,0.31,-17,1,18,0.7,1024.4,169.2,9,55,2019/3/23 0:55
-10,-3,0.37,-5,2,14,1,1024.2,169.2,9,55,2019/3/23 1:55
-12,-6,0.57,-5,2,8,0.6,1023.9,169.2,8,58,2019/3/23 2:55
-16,-10,0.47,13,2,-5,0.6,1024,169.2,8,62,2019/3/23 3:55
-7,-13,0.42,-14,2,4,1.3,1024.2,169.2,7,67,2019/3/23 4:55
-14,-10,0.45,-7,2,3,0.4,1024.4,169.2,6,69,2019/3/23 5:56
-8,1,0.61,-25,4,3,0.7,1025.1,169.2,7,66,2019/3/23 6:55
-11,3,0.71,-43,7,18,0.3,1026.2,169.2,10,55,2019/3/23 7:55
-13,-7,0.59,-25,5,29,0.9,1026.7,169.2,12,48,2019/3/23 8:55
-11,-14,0.55,-2,3,22,0.3,1026.5,169.2,14,41,2019/3/23 9:55
-16,-21,0.48,-5,2,30,1,1026.4,169.2,15,36,2019/3/23 10:55
-15,-18,0.85,-8,8,39,0.4,1025.7,169.2,16,30,2019/3/23 11:55
2,0,1.19,5,14,31,1.5,1024.8,169.2,16,22,2019/3/23 12:55
-2,-5,0.63,-2,8,52,0.7,1024.4,169.2,16,29,2019/3/23 13:55
-10,0,0.54,-13,7,34,2.1,1023.7,169.2,16,29,2019/3/23 14:55
-8,-15,0.66,-3,6,22,1.9,1023.4,169.2,17,28,2019/3/23 15:55
-5,-18,0.75,17,4,-5,1.3,1023.1,169.2,16,29,2019/3/23 16:55
3,0,0.77,29,1,-15,0.3,1023.2,169.2,14,32,2019/3/23 17:55
0,-4,0.52,-19,2,10,0.1,1023.3,169.2,12,40,2019/3/23 18:55
3,-8,0.66,-13,1,-14,0.8,1023.5,169.2,12,42,2019/3/23 19:55
